Niche,Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Lead Score,Priority,Social Presence,Web Search Verification,Source
Coorg/Wayanad/Ooty Resorts,Hillway Resort,,+91 70252 41068,,4.6,116,Unknown,https://www.google.com/maps/place/Hillway+Resort/data=!4m10!3m9!1s0x3ba6738809249011:0xea4181c52eb2a77e!5m2!4m1!1i2!8m2!3d11.5485916!4d76.0465165!16s%2Fg%2F11ybtjdty2!19sChIJEZAkCYhzpjsRfqeyLsWBQeo?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Florence ooty,,+91 92073 79101,,4.5,279,Unknown,https://www.google.com/maps/place/Florence+ooty/data=!4m7!3m6!1s0x3ba897d656efa3c7:0xbbb0b9d44c95c8e1!8m2!3d11.3784319!4d76.6564747!16s%2Fg%2F11kj2brsy7!19sChIJx6PvVtaXqDsR4ciVTNS5sLs?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,A Ooty Honey Huts,,+91 85085 99799,"Kandal Bridle Road, 88H Zero Cross, Arani House, Kotagiri Rd, near Botanical Garden",4.7,3838,Unknown,https://www.google.com/maps/place/A+Ooty+Honey+Huts/data=!4m7!3m6!1s0x3ba8bdee0cdd5ce5:0xa10b3b4bc9383a32!8m2!3d11.4145885!4d76.7168899!16s%2Fg%2F11c5b4nvlv!19sChIJ5VzdDO69qDsRMjo4yUs7C6E?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Entrecote Café de Paris (The Souk at Qaryat Al Beri),,+971 2 557 6508,The Souq Qaryat Al Beri Area,4.5,637,Unknown,https://www.google.com/maps/place/Entrecote+Caf%C3%A9+de+Paris+%28The+Souk+at+Qaryat+Al+Beri%29/data=!4m7!3m6!1s0x3e5e416283aa6843:0x5702bb976cfd816e!8m2!3d24.4084984!4d54.49116!16s%2Fg%2F1pp2tvx5r!19sChIJQ2iqg2JBXj4RboH9bJe7Alc?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Shababeek Restaurant,,+971 6 554 0444,"Block ‘B’, Big Wheel Side",4.6,733,Unknown,https://www.google.com/maps/place/Shababeek+Restaurant/data=!4m7!3m6!1s0x3e5f5b2ea2b680af:0xc5f29ce83b910ca2!8m2!3d25.3225!4d55.3761111!16s%2Fg%2F11rrrscyf5!19sChIJr4C2oi5bXz4RogyRO-ic8sU?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,The Grove Restaurant ذا غروف,,+971 58 831 7543,Al Ittihad St,4.5,2807,Unknown,https://www.google.com/maps/place/The+Grove+Restaurant+%D8%B0%D8%A7+%D8%BA%D8%B1%D9%88%D9%81%E2%80%AD/data=!4m7!3m6!1s0x3ef5f99c0f308a95:0x54bd52eb66384df8!8m2!3d25.4261074!4d55.4980888!16s%2Fg%2F11gxtjqmn9!19sChIJlYowD5z59T4R-E04ZutSvVQ?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,"Charsi Restaurant, Ajman",,+971 54 477 3328,behind Brother gas,4.7,3848,Unknown,"https://www.google.com/maps/place/Charsi+Restaurant,+Ajman/data=!4m7!3m6!1s0x3e5f59080275ef6b:0x7cd3b785fcc2519f!8m2!3d25.3768049!4d55.4605849!16s%2Fg%2F11ptcdcl0c!19sChIJa-91AghZXz4Rn1HC_IW303w?authuser=0&hl=en&rclk=1",73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Skazka al saha Russian Restaurant Ajman,,+971 52 501 0022,Al Malika Hotel Apartment - 10 Al Zahir Street,4.5,454,Unknown,https://www.google.com/maps/place/Skazka+al+saha+Russian+Restaurant+Ajman/data=!4m7!3m6!1s0x3e5f57624ecc6baf:0x794b2ab2f06725b8!8m2!3d25.4063752!4d55.4323098!16s%2Fg%2F11ggr0kt7x!19sChIJr2vMTmJXXz4RuCVn8LIqS3k?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,مطعم بيراديز الهندي - قرطبه peradiz,,+966 57 024 5766,Khalid Ibn Al Walid St,4.7,16188,Unknown,https://www.google.com/maps/place/%D9%85%D8%B7%D8%B9%D9%85+%D8%A8%D9%8A%D8%B1%D8%A7%D8%AF%D9%8A%D8%B2+%D8%A7%D9%84%D9%87%D9%86%D8%AF%D9%8A+-+%D9%82%D8%B1%D8%B7%D8%A8%D9%87+peradiz%E2%80%AD/data=!4m7!3m6!1s0x3e2efd292072aaeb:0xb1c635b91905fc74!8m2!3d24.8069995!4d46.7362779!16s%2Fg%2F11t7f4_s7l!19sChIJ66pyICn9Lj4RdPwFGbk1xrE?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Princess Café & Restaurant - Jeddah Vibes Mall,,+966 53 766 4450,"Muhammad Ibn Abdul Aziz, Prince",4.5,612,Unknown,https://www.google.com/maps/place/Princess+Caf%C3%A9+%26+Restaurant+-+Jeddah+Vibes+Mall/data=!4m7!3m6!1s0x15c3d1c95cf296a3:0xed4d727f6967771c!8m2!3d21.5513297!4d39.1596565!16s%2Fg%2F11z7q4t8zq!19sChIJo5byXMnRwxURHHdnaX9yTe0?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Bosna Grill بوسنا جريل,,+966 54 898 7859,Hira St,4.7,1732,Unknown,https://www.google.com/maps/place/Bosna+Grill+%D8%A8%D9%88%D8%B3%D9%86%D8%A7+%D8%AC%D8%B1%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x15c3dba32f0a63c3:0xb200ea6843bd081!8m2!3d21.6122893!4d39.1492941!16s%2Fg%2F11xnhms72t!19sChIJw2MKL6PbwxURgdA7hKYOIAs?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,SMAT Restaurant,,+974 6666 4448,"Orient Pearl Restaurant Second Floor, Corniche Doha Near Rass Abu Aboud Signal, Emrair St",4.5,898,Unknown,https://www.google.com/maps/place/SMAT+Restaurant/data=!4m7!3m6!1s0x3e45c584ed510a1f:0xc2d9738eb08ee817!8m2!3d25.2898831!4d51.5476441!16s%2Fg%2F11lf_7mq66!19sChIJHwpR7YTFRT4RF-iOsI5z2cI?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
SA/Kenya/UAE Hotels,Avenues,,+27 21 887 1843,,4.8,114,Unknown,https://www.google.com/maps/place/Avenues/data=!4m10!3m9!1s0x1dcdb244bdd8b479:0xe58f63f5f6404e7!5m2!4m1!1i2!8m2!3d-33.9381412!4d18.8683464!16s%2Fg%2F1tfm3r0n!19sChIJebTYvUSyzR0R5wRkXz_2WA4?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Sarisignature Hair Salon,,+234 806 666 0002,269a Patience Coker St,4.6,166,Unknown,https://www.google.com/maps/place/Sarisignature+Hair+Salon/data=!4m7!3m6!1s0x103b8ad1d33d12ff:0x92bb39038f5f7881!8m2!3d6.4317429!4d3.4325819!16s%2Fg%2F11h7s3xz11!19sChIJ_xI909GKOxARgXhfjwM5u5I?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,TEJ Salon and Spa,,+234 906 371 8357,19 Adeleke St,4.6,256,Unknown,https://www.google.com/maps/place/TEJ+Salon+and+Spa/data=!4m7!3m6!1s0x103b93cfa8f07707:0x363406da18f16244!8m2!3d6.6022239!4d3.350691!16s%2Fg%2F11gy9yv9cw!19sChIJB3fwqM-TOxARRGLxGNoGNDY?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Next Unisex Salon~Liasu Branch,,+234 809 699 9935,62 Liasu Rd,4.7,104,Unknown,https://www.google.com/maps/place/Next+Unisex+Salon~Liasu+Branch/data=!4m7!3m6!1s0x103b8fd9f70a4cad:0x979df9c6785d8228!8m2!3d6.5618325!4d3.2814713!16s%2Fg%2F11h2gf0jch!19sChIJrUwK99mPOxARKIJdeMb5nZc?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,MY EXTENSIONZ,,+234 814 549 1180,"1st Floor, 9 Otunba Adedoyin Ogungbe Cres",4.7,347,Unknown,https://www.google.com/maps/place/MY+EXTENSIONZ/data=!4m7!3m6!1s0x103bf56603a441fb:0x81942bebc0de6442!8m2!3d6.436084!4d3.4571061!16s%2Fg%2F11h1rgtcwp!19sChIJ-0GkA2b1OxARQmTewOsrlIE?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Mastercut Unisex Salon,,+234 802 332 5958,"3 Ogbunike St, off Admiralty Way",4.5,287,Unknown,https://www.google.com/maps/place/Mastercut+Unisex+Salon/data=!4m7!3m6!1s0x103bf5ffadc6110b:0x96a05c8500235ec0!8m2!3d6.4473337!4d3.4568432!16s%2Fg%2F11fjvwdy6q!19sChIJCxHGrf_1OxARwF4jAIVcoJY?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,B'S Natural Hair Salon,,+234 907 999 9856,"52,diya street ifako",4.8,104,Unknown,https://www.google.com/maps/place/B%27S+Natural+Hair+Salon/data=!4m7!3m6!1s0x103b8d9929719669:0xa63e2915e3434aaa!8m2!3d6.5550467!4d3.3893485!16s%2Fg%2F11r3tcg0jj!19sChIJaZZxKZmNOxARqkpD4xUpPqY?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Hayub haircut unisex salon,,+234 907 913 5337,"local government, 49 Modupe Street, Fola Agoro St",4.9,177,Unknown,https://www.google.com/maps/place/Hayub+haircut+unisex+salon/data=!4m7!3m6!1s0x82966da2cc1752f:0x27a384aafeb9c14d!8m2!3d6.5252432!4d3.3820193!16s%2Fg%2F11t7w45b52!19sChIJL3XBLNpmKQgRTcG5_qqEoyc?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,"Beauty Box Spa, Nail and Beauty",,+234 903 638 4295,"11 Agbor St, Int'l Airport Rd, off Osolo Way",4.8,170,Unknown,"https://www.google.com/maps/place/Beauty+Box+Spa,+Nail+and+Beauty/data=!4m7!3m6!1s0x103b88b41c1ed09f:0x321d8df7819569c1!8m2!3d6.5470595!4d3.333475!16s%2Fg%2F11d_tcv39s!19sChIJn9AeHLSIOxARwWmVgfeNHTI?authuser=0&hl=en&rclk=1",73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Abbey's Hair Studio,,+234 708 773 6580,39 Bolaji Banwo ST Aguda,5.0,107,Unknown,https://www.google.com/maps/place/Abbey%27s+Hair+Studio/data=!4m7!3m6!1s0x103b8f42fad662f9:0xbcbb7c190f2c34e9!8m2!3d6.48728!4d3.3368565!16s%2Fg%2F11g_zk4p2y!19sChIJ-WLW-kKPOxAR6TQsDxl8u7w?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Jatto Salon Plus,,+234 802 342 8410,"53 Tafawa Balewa Crescent, off Adeniran Ogunsanya St",4.5,201,Unknown,https://www.google.com/maps/place/Jatto+Salon+Plus/data=!4m7!3m6!1s0x103b8d841c25a429:0x67dfe81d8227ed24!8m2!3d6.497311!4d3.3566118!16s%2Fg%2F11b7sz0wdh!19sChIJKaQlHISNOxARJO0ngh3o32c?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Lamisking pixiesalon and spa Abuja,,+234 901 828 7564,"CVS Plaza, off Adetokunbo Ademola Crescent",4.9,132,Unknown,https://www.google.com/maps/place/Lamisking+pixiesalon+and+spa+Abuja/data=!4m7!3m6!1s0x104e0b28d215f60f:0xd231d7b73228794e!8m2!3d9.0796219!4d7.480536!16s%2Fg%2F11ssbzjswq!19sChIJD_YV0igLThARTnkoMrfXMdI?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Beauty Emporia | Abuja Beauty Salon in Abuja,,+234 805 488 5901,3 Haile Selassie St,4.9,146,Unknown,https://www.google.com/maps/place/Beauty+Emporia+%7C+Abuja+Beauty+Salon+in+Abuja/data=!4m7!3m6!1s0x104e0bc3e6baf815:0xa51f22b12036b533!8m2!3d9.0429251!4d7.5268714!16s%2Fg%2F11pt_xxj4_!19sChIJFfi65sMLThARM7U2ILEiH6U?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,J—braids … Abuja salon,,+234 916 014 0459,4 Lobito Cres,4.9,152,Unknown,https://www.google.com/maps/place/J%E2%80%94braids+%E2%80%A6+Abuja+salon/data=!4m7!3m6!1s0x104e0b1796778ab3:0xf3493776241c3305!8m2!3d9.0721112!4d7.4900147!16s%2Fg%2F11svk33xhz!19sChIJs4p3lhcLThARBTMcJHY3SfM?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Lauvee Beauty Salon Abuja,,+234 915 360 7927,"Phil Gal Empire, Freetown St",4.5,118,Unknown,https://www.google.com/maps/place/Lauvee+Beauty+Salon+Abuja/data=!4m7!3m6!1s0x104e0b8500ea3089:0x44e92a8e001ec6e1!8m2!3d9.0724913!4d7.4891943!16s%2Fg%2F11s1tcwjl2!19sChIJiTDqAIULThAR4cYeAI4q6UQ?authuser=0&hl=en&rclk=1,73,Hot,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,MM Clinic,,+91 96329 44355,"#253/253/D, Appareddy Palya Rd",5.0,512,No,https://www.google.com/maps/place/MM+Clinic/data=!4m7!3m6!1s0x3bae16a69ad0c8bf:0xc6fa0d65be3dc514!8m2!3d12.9744053!4d77.6385928!16s%2Fg%2F11bbrlnfdw!19sChIJv8jQmqYWrjsRFMU9vmUN-sY?authuser=0&hl=en&rclk=1,68,Warm,none,no comparable tokens in name,Google Maps
Bangalore Dental Clinics,ಅಮೋಗ dental studio,,+91 98862 18758,"tree park metro station, No 28, Prasanth Layout, Prasanth Extension,behind south indian bank kadugodi",4.5,366,No,https://www.google.com/maps/place/%E0%B2%85%E0%B2%AE%E0%B3%8B%E0%B2%97+dental+studio/data=!4m7!3m6!1s0x3bae0e033c45d73f:0xc9bbbb406db2e998!8m2!3d12.9843947!4d77.7492988!16s%2Fg%2F11c1vhkhfv!19sChIJP9dFPAMOrjsRmOmybUC7u8k?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Coorg Treehouse,,+91 73383 70669,,4.3,383,Unknown,https://www.google.com/maps/place/Coorg+Treehouse/data=!4m10!3m9!1s0x3ba4ffac2cd811ab:0x82b8cfed84a290ca!5m2!4m1!1i2!8m2!3d12.459637!4d75.6759814!16s%2Fg%2F11f4lktp67!19sChIJqxHYLKz_pDsRypCihO3PuII?authuser=0&hl=en&rclk=1,68,Warm,none,search failed: ConnectError: ConnectError('error sending request for url (https://www.startpage.com/) > client error (Connect) > tcp connect error > Connection refused (os error 111)') (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Mountain View Homestay,,+91 96114 77144,,4.1,105,Unknown,https://www.google.com/maps/place/Mountain+View+Homestay/data=!4m10!3m9!1s0x3ba5aa9c01225d25:0xf0cf1b4397dd6d1d!5m2!4m1!1i2!8m2!3d12.4048228!4d75.7329085!16s%2Fg%2F11cjj49rv6!19sChIJJV0iAZyqpTsRHW3dl0Mbz_A?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Chuppi Homestay,,+91 98450 89121,,4.2,208,Unknown,https://www.google.com/maps/place/Chuppi+Homestay/data=!4m10!3m9!1s0x3ba5000e169f144f:0x66ffc36cc59de1e9!5m2!4m1!1i2!8m2!3d12.4330577!4d75.7301336!16s%2Fg%2F11c58stgfq!19sChIJTxSfFg4ApTsR6eGdxWzD_2Y?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Coorg Tent house home stay,,+91 94484 06406,,4.4,153,Unknown,https://www.google.com/maps/place/Coorg+Tent+house+home+stay/data=!4m10!3m9!1s0x3ba500f9feeac491:0x589678ddc5405283!5m2!4m1!1i2!8m2!3d12.4491869!4d75.758881!16s%2Fg%2F11c76m5q5t!19sChIJkcTq_vkApTsRg1JAxd14llg?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Maithili Home Comforts,,+91 94484 22321,,4.3,119,Unknown,https://www.google.com/maps/place/Maithili+Home+Comforts/data=!4m10!3m9!1s0x3ba5000f16077089:0xdd7097b04ede0c84!5m2!4m1!1i2!8m2!3d12.4297219!4d75.7273817!16s%2Fg%2F11b6gryywc!19sChIJiXAHFg8ApTsRhAzeTrCXcN0?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Daswal B&B Hotel,,+91 82722 21743,,4.0,174,Unknown,https://www.google.com/maps/place/Daswal+B%26B+Hotel/data=!4m10!3m9!1s0x3ba500750269ee59:0x54d8e7d0b35079ed!5m2!4m1!1i2!8m2!3d12.4260364!4d75.7395758!16s%2Fg%2F11c0qvnq94!19sChIJWe5pAnUApTsR7XlQs9Dn2FQ?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Manjushreehomestaycoorg,,+91 91130 45450,,4.0,122,Unknown,https://www.google.com/maps/place/Manjushreehomestaycoorg/data=!4m10!3m9!1s0x3ba5aaa33cff7c3b:0xa271634fa1ea98c!5m2!4m1!1i2!8m2!3d12.4101875!4d75.7326875!16s%2Fg%2F11f04ntpvb!19sChIJO3z_PKOqpTsRjKke-jQWJwo?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Mountain Pond Resort,,+91 75107 87272,,4.4,398,Unknown,https://www.google.com/maps/place/Mountain+Pond+Resort/data=!4m10!3m9!1s0x3ba5e19dac4e3c4b:0x83e3545ba2717c07!5m2!4m1!1i2!8m2!3d11.702199!4d76.0219405!16s%2Fg%2F11tjl_ncgb!19sChIJSzxOrJ3hpTsRB3xxoltU44M?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Snowdrops Ooty,,+91 85258 85148,Unnamed Road,4.4,247,Unknown,https://www.google.com/maps/place/Snowdrops+Ooty/data=!4m7!3m6!1s0x3ba8963c59ff7103:0xf590f5c35466d028!8m2!3d11.3888469!4d76.7079183!16s%2Fg%2F11gbxfw890!19sChIJA3H_WTyWqDsRKNBmVMP1kPU?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Cherry Blossom,,+91 90801 30180,,4.1,232,Unknown,https://www.google.com/maps/place/Cherry+Blossom/data=!4m10!3m9!1s0x3ba8bd5401a35dfd:0xb5629547e29d7dc8!5m2!4m1!1i2!8m2!3d11.4108308!4d76.6978674!16s%2Fg%2F11f5q7x0v4!19sChIJ_V2jAVS9qDsRyH2d4keVYrU?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Greenyards Cottages,,+91 89033 31339,,4.0,607,Unknown,https://www.google.com/maps/place/Greenyards+Cottages/data=!4m10!3m9!1s0x3ba8bdedc5a14209:0x96202d7bcaa0d3b8!5m2!4m1!1i2!8m2!3d11.4148613!4d76.7156813!16s%2Fg%2F11c5099pqy!19sChIJCUKhxe29qDsRuNOgynstIJY?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,AURORA LIGHT RESIDENCY,,+91 94430 42553,,4.0,406,Unknown,https://www.google.com/maps/place/AURORA+LIGHT+RESIDENCY/data=!4m10!3m9!1s0x3ba8bdf57868e43f:0x5bd6cfc0eff14a9f!5m2!4m1!1i2!8m2!3d11.4022976!4d76.7133636!16s%2Fg%2F11b61rx7bk!19sChIJP-RoePW9qDsRn0rx78DP1ls?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Mist Luxury Resort,,+91 91944 60911,"3rd Curve, Hobart Enclave Near Royal Castle, Hobart Rd",4.1,172,Unknown,https://www.google.com/maps/place/Mist+Luxury+Resort/data=!4m7!3m6!1s0x3ba89618f19ed31b:0xc8289a18b80a81c4!8m2!3d11.3939532!4d76.7124442!16s%2Fg%2F11c6y_l2rl!19sChIJG9Oe8RiWqDsRxIEKuBiaKMg?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Maple view resorts,,+91 97873 06274,,4.2,183,Unknown,https://www.google.com/maps/place/Maple+view+resorts/data=!4m10!3m9!1s0x3ba8963cfd417715:0x7825fc289da64e7d!5m2!4m1!1i2!8m2!3d11.3882814!4d76.7076242!16s%2Fg%2F11cn7x3m78!19sChIJFXdB_TyWqDsRfU6mnSj8JXg?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Albisville-hilltop mansions,,+91 90618 86885,,4.2,252,Unknown,https://www.google.com/maps/place/Albisville-hilltop+mansions/data=!4m10!3m9!1s0x3ba8976a6e981229:0xd2f48f12250ade08!5m2!4m1!1i2!8m2!3d11.3950833!4d76.6977736!16s%2Fg%2F11f5_hxpmz!19sChIJKRKYbmqXqDsRCN4KJRKP9NI?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,THE BIG CHEF RESTAURANT,,+971 6 538 8849,Al Nad,4.0,429,Unknown,https://www.google.com/maps/place/THE+BIG+CHEF+RESTAURANT/data=!4m7!3m6!1s0x3e5f5b975d6a5273:0x48e06a0a66355397!8m2!3d25.3400338!4d55.390236!16s%2Fg%2F11rylf6nml!19sChIJc1JqXZdbXz4Rl1M1Zgpq4Eg?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,The View Restaurant & Café,,+971 56 177 5366,ajman Marsa,4.3,292,Unknown,https://www.google.com/maps/place/The+View+Restaurant+%26+Caf%C3%A9/data=!4m7!3m6!1s0x3e5f57f6884f88a7:0xb329468c90e1a12!8m2!3d25.4204284!4d55.443542!16s%2Fg%2F11szd62zkt!19sChIJp4hPiPZXXz4REhoOyWiUMgs?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,ZanziBar - Beachfront Restaurant & Bar,,+971 6 714 5582,,4.4,745,Unknown,https://www.google.com/maps/place/ZanziBar+-+Beachfront+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3e5f5773f902a10f:0x74ab5cf7f0f64785!8m2!3d25.4226923!4d55.4414476!16s%2Fg%2F11btlpy27x!19sChIJD6EC-XNXXz4RhUf28Pdcq3Q?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Ajman Restaurant,,+971 50 597 2589,Liwara 1,4.1,112,Unknown,https://www.google.com/maps/place/Ajman+Restaurant/data=!4m7!3m6!1s0x3e5f57801cf242d3:0x7bc691cc838b2876!8m2!3d25.4090493!4d55.4474075!16s%2Fg%2F11dylw5hgx!19sChIJ00LyHIBXXz4RdiiLg8yRxns?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Bukhara - Northern Indian Restaurant,,+971 6 714 5582,Sheikh Humaid Bin Rashid Al Nuaimi Ajman Hotel (Cornish Road,4.3,495,Unknown,https://www.google.com/maps/place/Bukhara+-+Northern+Indian+Restaurant/data=!4m7!3m6!1s0x3e5f57741ed2b23f:0x71b4da56d710bb98!8m2!3d25.4228997!4d55.4428094!16s%2Fg%2F11bbwrj7zl!19sChIJP7LSHnRXXz4RmLsQ11batHE?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Sultan's Steakhouse Riyadh,,+966 55 563 3706,"The Boulevard, Prince Turki Bin Abdulaziz Al Awal Rd",4.2,8461,Unknown,https://www.google.com/maps/place/Sultan%27s+Steakhouse+Riyadh/data=!4m7!3m6!1s0x3e2ee231aaaaaabd:0xa696d76a265a902d!8m2!3d24.7501012!4d46.614355!16s%2Fg%2F11cm_qfw79!19sChIJvaqqqjHiLj4RLZBaJmrXlqY?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Steak House,,+966 50 182 6663,"King Khalid International Airport, Airport Road, Riyadh front unit # G-GF-10+9B+8B",4.4,3991,Unknown,https://www.google.com/maps/place/Steak+House/data=!4m7!3m6!1s0x3e2efdc9d3861949:0xa05f0876060d330a!8m2!3d24.8407079!4d46.7335112!16s%2Fg%2F11j07w1t4b!19sChIJSRmG08n9Lj4RCjMNBnYIX6A?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Chili's,,+966 12 665 8504,Palestine، شارع الاندلس، حي الحمراء,4.1,7854,Unknown,https://www.google.com/maps/place/Chili%27s/data=!4m7!3m6!1s0x15c3cf8d723211a5:0x2d26a11a229feafe!8m2!3d21.5227136!4d39.1636744!16s%2Fg%2F1v0bv_jx!19sChIJpREyco3PwxUR_uqfIhqhJi0?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Pattaya Restaurant,,+966 55 987 4289,6920 Abdul Rahman Ibn Ahmad As Sidayri,4.0,545,Unknown,https://www.google.com/maps/place/Pattaya+Restaurant/data=!4m7!3m6!1s0x15c3d07e7bf60ecd:0xfe6151b0e108f280!8m2!3d21.5833356!4d39.1590706!16s%2Fg%2F11cn30k0hb!19sChIJzQ72e37QwxURgPII4bBRYf4?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
