Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL
Planet Green Plantation Resort,,086062 07377,,4.2,477,Unknown,https://www.google.com/maps/place/Planet+Green+Plantation+Resort/data=!4m10!3m9!1s0x3ba60d327bb58d9b:0xf1c4f875eb8b3dea!5m2!4m1!1i2!8m2!3d11.5828551!4d76.089008!16s%2Fg%2F1hc40j4j1!19sChIJm421ezINpjsR6j2L63X4xPE?authuser=0&hl=en&rclk=1,http://planetgreenresorts.com/
HOTEL INDRIYA WAYANAD,,075999 99222,,4.2,2629,Unknown,https://www.google.com/maps/place/HOTEL+INDRIYA+WAYANAD/data=!4m10!3m9!1s0x3ba67332963ac41b:0x986411f359512b47!5m2!4m1!1i2!8m2!3d11.6061487!4d76.0839972!16s%2Fg%2F11b66hc68y!19sChIJG8Q6ljJzpjsRRytRWfMRZJg?authuser=0&hl=en&rclk=1,http://www.indriyawayanad.com/
Green Peace Holiday Home,,094467 10004,,4.2,364,Unknown,https://www.google.com/maps/place/Green+Peace+Holiday+Home/data=!4m10!3m9!1s0x3ba6729889a28f0b:0x6bb5dd6586017829!5m2!4m1!1i2!8m2!3d11.6096341!4d76.0862805!16s%2Fg%2F11ckqj6mj1!19sChIJC4-iiZhypjsRKXgBhmXdtWs?authuser=0&hl=en&rclk=1,https://sites.google.com/view/greenpeace-holidayhome/home
Royal Stream Wayanad/Kerala resort/wayanad resort/wayanad home stay/family resort/kids friendly/natural stream/Kerala,,095442 18018,,4.7,409,Unknown,https://www.google.com/maps/place/Royal+Stream+Wayanad%2FKerala+resort%2Fwayanad+resort%2Fwayanad+home+stay%2Ffamily+resort%2Fkids+friendly%2Fnatural+stream%2FKerala/data=!4m10!3m9!1s0x3ba60cca61e1040f:0x75085bb5cc649a31!5m2!4m1!1i2!8m2!3d11.615449!4d76.088514!16s%2Fg%2F11f4wt6412!19sChIJDwThYcoMpjsRMZpkzLVbCHU?authuser=0&hl=en&rclk=1,https://www.royalstreamwayanad.com/
Wayanad Coffee Trail Resort,,094477 05754,,4.3,240,Unknown,https://www.google.com/maps/place/Wayanad+Coffee+Trail+Resort/data=!4m10!3m9!1s0x3ba60c8e0390f6c1:0xd05d72096401f9d6!5m2!4m1!1i2!8m2!3d11.6247068!4d76.1208622!16s%2Fg%2F11c1q86hpl!19sChIJwfaQA44MpjsR1vkBZAlyXdA?authuser=0&hl=en&rclk=1,https://wayanad-coffee-trail.kerala-hotels-resorts.com/en/
iCon Residency,,073560 08208,,4.3,1963,Unknown,https://www.google.com/maps/place/iCon+Residency/data=!4m10!3m9!1s0x3ba67334935412cb:0x1ec970d4aa886c49!5m2!4m1!1i2!8m2!3d11.612047!4d76.083552!16s%2Fg%2F11b7jydf2n!19sChIJyxJUkzRzpjsRSWyIqtRwyR4?authuser=0&hl=en&rclk=1,https://icon-residency.kerala-hotels.info/en/
Karakkatt Holiday Home,,099952 25551,,4.0,612,No,https://www.google.com/maps/place/Karakkatt+Holiday+Home/data=!4m10!3m9!1s0x3ba60b60ffffffff:0x3bfb80ebae69b6b6!5m2!4m1!1i2!8m2!3d11.6430266!4d76.1122415!16s%2Fg%2F12q4xhqcs!19sChIJ_____2ALpjsRtrZpruuA-zs?authuser=0&hl=en&rclk=1,http://www.karakkattholiday.com/
Hotel Haritagiri,,04936 203 145,,3.8,1850,Unknown,https://www.google.com/maps/place/Hotel+Haritagiri/data=!4m10!3m9!1s0x3ba6734a51494d75:0x48641cae56c1e978!5m2!4m1!1i2!8m2!3d11.617746!4d76.083119!16s%2Fg%2F1w0qzbtc!19sChIJdU1JUUpzpjsReOnBVq4cZEg?authuser=0&hl=en&rclk=1,http://www.hotelharitagiri.com/
Dreamnest Residency,,089437 53829,,4.4,239,Unknown,https://www.google.com/maps/place/Dreamnest+Residency/data=!4m10!3m9!1s0x3ba67332da1bc7cf:0x6fb26115cd5a3025!5m2!4m1!1i2!8m2!3d11.6078262!4d76.0848517!16s%2Fg%2F11b73k_k1g!19sChIJz8cb2jJzpjsRJTBazRVhsm8?authuser=0&hl=en&rclk=1,https://dreamnest-residency-holiday-home.allkeralahotels.net/
Chembra Adobe,,085890 04354,,4.9,286,Unknown,https://www.google.com/maps/place/Chembra+Adobe/data=!4m10!3m9!1s0x3ba60dc5cd078efb:0x2e14885c312efe68!5m2!4m1!1i2!8m2!3d11.5979067!4d76.098778!16s%2Fg%2F11j53qylw0!19sChIJ-44HzcUNpjsRaP4uMVyIFC4?authuser=0&hl=en&rclk=1,https://chembraadobe.com/
Highland Bristo Hotel,,075111 96555,,3.8,581,Unknown,https://www.google.com/maps/place/Highland+Bristo+Hotel/data=!4m10!3m9!1s0x3ba60cabc4bd9bed:0xe085fea6ed0a74ce!5m2!4m1!1i2!8m2!3d11.6354612!4d76.0911275!16s%2Fg%2F11f3n3zbsc!19sChIJ7Zu9xKsMpjsRznQK7ab-heA?authuser=0&hl=en&rclk=1,https://www.highlandbristo.in/
Green Mount Cottage,,094462 57530,,4.1,117,Unknown,https://www.google.com/maps/place/Green+Mount+Cottage/data=!4m10!3m9!1s0x3ba60ab7125328bb:0xb70ba2cd5113d814!5m2!4m1!1i2!8m2!3d11.6078752!4d76.0850116!16s%2Fg%2F1tmqdn86!19sChIJuyhTErcKpjsRFNgTUc2iC7c?authuser=0&hl=en&rclk=1,https://www.greenmountcottage.com/
Deluxe Residency,,082811 76874,,4.1,368,Unknown,https://www.google.com/maps/place/Deluxe+Residency/data=!4m10!3m9!1s0x3ba673f1de1129e9:0xcb2cb4edb8c1fd74!5m2!4m1!1i2!8m2!3d11.6111534!4d76.0849448!16s%2Fg%2F11f_fjn2xn!19sChIJ6SkR3vFzpjsRdP3BuO20LMs?authuser=0&hl=en&rclk=1,https://sites.google.com/view/deluxe-residency-wayanad/home
Wayanad Royal Crown,,086065 61999,,4.0,831,Unknown,https://www.google.com/maps/place/Wayanad+Royal+Crown/data=!4m10!3m9!1s0x3ba60ca9b7032253:0x74c240a09b0a92f5!5m2!4m1!1i2!8m2!3d11.637863!4d76.0937405!16s%2Fg%2F11f3xzz03s!19sChIJUyIDt6kMpjsR9ZIKm6BAwnQ?authuser=0&hl=en&rclk=1,http://wayanadroyalcrown.com/
SylVan Resort,,+91 97 4567 1000,,4.9,931,Unknown,https://www.google.com/maps/place/SylVan+Resort/data=!4m10!3m9!1s0x3ba6730f67b53ebd:0xdfa3f8359346c7b5!5m2!4m1!1i2!8m2!3d11.587776!4d76.088915!16s%2Fg%2F11v15d_cqb!19sChIJvT61Zw9zpjsRtcdGkzX4o98?authuser=0&hl=en&rclk=1,https://sylvanresort.in/
Hotel Soorya Castle,,04936 205 145,,3.7,738,Unknown,https://www.google.com/maps/place/Hotel+Soorya+Castle/data=!4m10!3m9!1s0x3ba672dc7a0f8535:0x3136f33387675d74!5m2!4m1!1i2!8m2!3d11.5856751!4d76.0677883!16s%2Fg%2F11c5bk78cm!19sChIJNYUPetxypjsRdF1nhzPzNjE?authuser=0&hl=en&rclk=1,http://www.hotelsooryacastle.com/
Space Rock Resort,,096336 14775,,4.8,481,Unknown,https://www.google.com/maps/place/Space+Rock+Resort/data=!4m10!3m9!1s0x3ba60d0015da49c9:0xd6a57c76adde497f!5m2!4m1!1i2!8m2!3d11.5930631!4d76.0964832!16s%2Fg%2F11wj0_zl23!19sChIJyUnaFQANpjsRf0nerXZ8pdY?authuser=0&hl=en&rclk=1,https://www.spacerockresort.com/
RAWABI RESORTS,,088485 81801,,4.6,56,Unknown,https://www.google.com/maps/place/RAWABI+RESORTS/data=!4m10!3m9!1s0x3ba673e6f1a38ea1:0xbb791667eb21b0b6!5m2!4m1!1i2!8m2!3d11.6464571!4d76.0564516!16s%2Fg%2F11sqschp_r!19sChIJoY6j8eZzpjsRtrAh62cWebs?authuser=0&hl=en&rclk=1,http://rawabi.in/
Konfudha Resort,,075111 36000,,3.9,239,Unknown,https://www.google.com/maps/place/Konfudha+Resort/data=!4m10!3m9!1s0x3ba673baed34a8a3:0x797fe9b147b4c42d!5m2!4m1!1i2!8m2!3d11.5912629!4d76.070657!16s%2Fg%2F11vjm5y71w!19sChIJo6g07bpzpjsRLcS0R7Hpf3k?authuser=0&hl=en&rclk=1,https://www.konfudharesort.com/
GREENLAND HOLIDAY INN,,093888 99749,,3.8,148,Unknown,https://www.google.com/maps/place/GREENLAND+HOLIDAY+INN/data=!4m10!3m9!1s0x3ba673e9c369543f:0x25e5d3fb5eeba824!5m2!4m1!1i2!8m2!3d11.605428!4d76.0533378!16s%2Fg%2F11b6g469mb!19sChIJP1Rpw-lzpjsRJKjrXvvT5SU?authuser=0&hl=en&rclk=1,https://blacktiger2073.github.io/greenland/
"ORIGIN RESORT , Kalpetta Wayanad",,088911 12556,,3.8,183,Unknown,"https://www.google.com/maps/place/ORIGIN+RESORT+,+Kalpetta+Wayanad/data=!4m10!3m9!1s0x3ba673172dab7f51:0x2189a8a86337f7cc!5m2!4m1!1i2!8m2!3d11.6128634!4d76.0698722!16s%2Fg%2F11fjxfffq8!19sChIJUX-rLRdzpjsRzPc3Y6ioiSE?authuser=0&hl=en&rclk=1",https://business.google.com/v/origin-resort-kalpetta-wayanad/014008246361470884163/47d0/_?
Field View Estate Bungalow,,095620 90677,,4.5,68,Unknown,https://www.google.com/maps/place/Field+View+Estate+Bungalow/data=!4m10!3m9!1s0x3ba60ca2903bfa85:0x8508cebbd38f5cb3!5m2!4m1!1i2!8m2!3d11.6306716!4d76.1080463!16s%2Fg%2F11c0xh5l7v!19sChIJhfo7kKIMpjsRs1yP07vOCIU?authuser=0&hl=en&rclk=1,http://fieldviewestatebungalow.com/
Wildloop Resort,,099473 90163,,4.8,72,Unknown,https://www.google.com/maps/place/Wildloop+Resort/data=!4m10!3m9!1s0x3ba60d007bdc86a7:0x79e198e3ebf7d92c!5m2!4m1!1i2!8m2!3d11.5739339!4d76.0955525!16s%2Fg%2F11x7t6lhsq!19sChIJp4bcewANpjsRLNn36-OY4Xk?authuser=0&hl=en&rclk=1,https://wildloopresorts.com/
Aamy's Home,,094465 30032,,4.8,16,Unknown,https://www.google.com/maps/place/Aamy%27s+Home/data=!4m10!3m9!1s0x3ba60da72777f94d:0x16d073747f04fd30!5m2!4m1!1i2!8m2!3d11.6278186!4d76.0865271!16s%2Fg%2F11nhb0zt9_!19sChIJTfl3J6cNpjsRMP0Ef3Rz0BY?authuser=0&hl=en&rclk=1,https://www.aamyshome.com/
SPA LIFE,,097456 07323,,4.5,157,Unknown,https://www.google.com/maps/place/SPA+LIFE/data=!4m10!3m9!1s0x3ba6733655555555:0x844bb03b5dee3efc!5m2!4m1!1i2!8m2!3d11.6149572!4d76.0753486!16s%2Fg%2F11c2mw4dvm!19sChIJVVVVVTZzpjsR_D7uXTuwS4Q?authuser=0&hl=en&rclk=1,http://www.spalifekalpetta.in/
Ponnada Gardens,,086060 07576,,3.8,22,No,https://www.google.com/maps/place/Ponnada+Gardens/data=!4m10!3m9!1s0x3ba673630da19953:0x91acc9f43cd45018!5m2!4m1!1i2!8m2!3d11.6330775!4d76.0530434!16s%2Fg%2F1hf3rjb9q!19sChIJU5mhDWNzpjsRGFDUPPTJrJE?authuser=0&hl=en&rclk=1,http://www.ponnada-gardens.blogspot.com/
The Summer Villa Homestay,,094473 16515,,4.2,144,Unknown,https://www.google.com/maps/place/The+Summer+Villa+Homestay/data=!4m10!3m9!1s0x3ba67332d22dcd05:0x3bc8048a7454a849!5m2!4m1!1i2!8m2!3d11.607587!4d76.0853106!16s%2Fg%2F1tdg1nc3!19sChIJBc0t0jJzpjsRSahUdIoEyDs?authuser=0&hl=en&rclk=1,https://www.thesummervillawayanad.com/
Chembra Heritage,,094954 00397,,3.5,310,No,https://www.google.com/maps/place/Chembra+Heritage/data=!4m10!3m9!1s0x3ba673281b06fb57:0x82a87b53f3c7d448!5m2!4m1!1i2!8m2!3d11.5939071!4d76.0745579!16s%2Fg%2F11c1xpx234!19sChIJV_sGGyhzpjsRSNTH81N7qII?authuser=0&hl=en&rclk=1,https://www.chembraheritage.com/contact-us.html
Wayanad Heights,,094472 19668,,3.7,115,Unknown,https://www.google.com/maps/place/Wayanad+Heights/data=!4m10!3m9!1s0x3ba67332f8b6c475:0x4132217ba588e050!5m2!4m1!1i2!8m2!3d11.6047261!4d76.0835663!16s%2Fg%2F11r8r597_!19sChIJdcS2-DJzpjsRUOCIpXshMkE?authuser=0&hl=en&rclk=1,https://wayanadheights.com/
Villa Kaffee Bohne,,094003 07932,,4.7,168,Unknown,https://www.google.com/maps/place/Villa+Kaffee+Bohne/data=!4m10!3m9!1s0x3ba60cadb19c011f:0x980c68d8e4516b79!5m2!4m1!1i2!8m2!3d11.6304758!4d76.0894468!16s%2Fg%2F1hc3mqm25!19sChIJHwGcsa0MpjsReWtR5NhoDJg?authuser=0&hl=en&rclk=1,http://www.villakaffeebohne.com/
WAYANAD BLOSSOM VALLEY (Home Stay),,080756 65899,,4.6,56,No,https://www.google.com/maps/place/WAYANAD+BLOSSOM+VALLEY+%28Home+Stay%29/data=!4m10!3m9!1s0x3ba60cb23409dfc3:0xfe67ad1403702f7f!5m2!4m1!1i2!8m2!3d11.6252878!4d76.090315!16s%2Fg%2F11gnph7ntp!19sChIJw98JNLIMpjsRfy9wAxStZ_4?authuser=0&hl=en&rclk=1,https://wayanadblossomvalley.in/
El-roi Homestay,,083010 85778,,4.4,45,Unknown,https://www.google.com/maps/place/El-roi+Homestay/data=!4m10!3m9!1s0x3ba60cb45a797b55:0xae8b4c0dbacfa2c9!5m2!4m1!1i2!8m2!3d11.619999!4d76.088871!16s%2Fg%2F11c6dk31fr!19sChIJVXt5WrQMpjsRyaLPug1Mi64?authuser=0&hl=en&rclk=1,http://elroihomestay.com/
Fascino Family,,079070 29664,,4.3,30,Unknown,https://www.google.com/maps/place/Fascino+Family/data=!4m10!3m9!1s0x3ba6735c78cb3fff:0x718b3aa5f15d57c7!5m2!4m1!1i2!8m2!3d11.6292326!4d76.0686012!16s%2Fg%2F11c2pwp0x1!19sChIJ_z_LeFxzpjsRx1dd8aU6i3E?authuser=0&hl=en&rclk=1,https://fascino-family-in.wintega.com/
Sundara Mahal Homestay,,094464 07234,,4.8,143,Unknown,https://www.google.com/maps/place/Sundara+Mahal+Homestay/data=!4m10!3m9!1s0x3ba673282ebff11b:0x5d74d8f0a023b127!5m2!4m1!1i2!8m2!3d11.5942915!4d76.0765603!16s%2Fg%2F1tklnzzd!19sChIJG_G_LihzpjsRJ7EjoPDYdF0?authuser=0&hl=en&rclk=1,http://www.sundaramahal.com/
wayanad adventure (evergreen tent stay),,095671 12114,,3.8,193,No,https://www.google.com/maps/place/wayanad+adventure+%28evergreen+tent+stay%29/data=!4m10!3m9!1s0x3ba60c8cf7eac9cf:0xc20b1674038d274c!5m2!4m1!1i2!8m2!3d11.629207!4d76.128762!16s%2Fg%2F11f4wvb8vd!19sChIJz8nq94wMpjsRTCeNA3QWC8I?authuser=0&hl=en&rclk=1,http://www.wayanadadventure.com/
Bethel,,099473 70437,,4.1,15,Unknown,https://www.google.com/maps/place/Bethel/data=!4m10!3m9!1s0x3ba60cd5264479a1:0xfa9474156ef20981!5m2!4m1!1i2!8m2!3d11.5967847!4d76.0864378!16s%2Fg%2F1tls18gd!19sChIJoXlEJtUMpjsRgQnybhV0lPo?authuser=0&hl=en&rclk=1,http://bethel-homestay-wayanad.blogspot.in/
Kannur Ayurvedic Multi Speciality Hospital & Yoga Research Centre,,094952 60535,,4.6,172,Unknown,https://www.google.com/maps/place/Kannur+Ayurvedic+Multi+Speciality+Hospital+%26+Yoga+Research+Centre/data=!4m10!3m9!1s0x3ba6733378947a4f:0xc16b014fe787a75!5m2!4m1!1i2!8m2!3d11.616904!4d76.0819076!16s%2Fg%2F1tfktrm2!19sChIJT3qUeDNzpjsRdXp4_hSwFgw?authuser=0&hl=en&rclk=1,http://ayurvedawayanad.com/
Fern Tree Resort,,062357 21000,,4.6,1476,Unknown,https://www.google.com/maps/place/Fern+Tree+Resort/data=!4m10!3m9!1s0x3ba5df9746256b23:0x171506e5e1ee7dd8!5m2!4m1!1i2!8m2!3d11.8069637!4d76.0242921!16s%2Fg%2F11fm_98rj6!19sChIJI2slRpffpTsR2H3u4eUGFRc?authuser=0&hl=en&rclk=1,https://ferntreeresort.com/
"Mercure Resort, Wayanad",,075104 66100,,4.9,55,Unknown,"https://www.google.com/maps/place/Mercure+Resort,+Wayanad/data=!4m10!3m9!1s0x3ba5d9ca455d807f:0x472a5048a6f657bf!5m2!4m1!1i2!8m2!3d11.7798757!4d75.9639506!16s%2Fg%2F11xfj0nwxt!19sChIJf4BdRcrZpTsRv1f2pkhQKkc?authuser=0&hl=en&rclk=1",https://oraiaresort.com/
Humming Breeze Nature Retreat,,094970 79789,,4.6,132,Unknown,https://www.google.com/maps/place/Humming+Breeze+Nature+Retreat/data=!4m10!3m9!1s0x3ba5db8705f4819b:0x6731faf2a536b48c!5m2!4m1!1i2!8m2!3d11.8279634!4d75.9734795!16s%2Fg%2F11fj6nxxm5!19sChIJm4H0BYfbpTsRjLQ2pfL6MWc?authuser=0&hl=en&rclk=1,https://www.hummingbreezeresort.com/
The Paddy Field Inn,,079076 78895,,4.2,996,Unknown,https://www.google.com/maps/place/The+Paddy+Field+Inn/data=!4m10!3m9!1s0x3ba5dffddcf21fc1:0x5b7bbe64e23aa9e1!5m2!4m1!1i2!8m2!3d11.7911324!4d76.0429015!16s%2Fg%2F11f66t9szk!19sChIJwR_y3P3fpTsR4ak64mS-e1s?authuser=0&hl=en&rclk=1,http://www.thepaddyfieldinn.com/
Pauls Retreat Wayanad,,094474 94165,,4.9,237,Unknown,https://www.google.com/maps/place/Pauls+Retreat+Wayanad/data=!4m10!3m9!1s0x3ba5df7c21593f33:0x50fd30d4cf77eb8a!5m2!4m1!1i2!8m2!3d11.807618!4d76.0495935!16s%2Fg%2F11s4sy00b8!19sChIJMz9ZIXzfpTsRiut3z9Qw_VA?authuser=0&hl=en&rclk=1,https://www.vayanad.com/
The Morning Mist,,096562 56000,,4.6,599,Unknown,https://www.google.com/maps/place/The+Morning+Mist/data=!4m10!3m9!1s0x3ba5dbea4f0bf915:0x1e650e1235baba03!5m2!4m1!1i2!8m2!3d11.8294556!4d75.9718216!16s%2Fg%2F11b7q99dsn!19sChIJFfkLT-rbpTsRA7q6NRIOZR4?authuser=0&hl=en&rclk=1,http://www.themorningmist.com/
Dream Land Residency,,04935 245 000,,4.1,1044,Unknown,https://www.google.com/maps/place/Dream+Land+Residency/data=!4m10!3m9!1s0x3ba5dea53f65d87d:0x53f493163056bb10!5m2!4m1!1i2!8m2!3d11.8025972!4d76.0058528!16s%2Fg%2F11cn7tb6vh!19sChIJfdhlP6XepTsRELtWMBaT9FM?authuser=0&hl=en&rclk=1,http://www.dreamlandresidency.com/
Hotel Wayanad Square,,083308 44141,,4.0,659,Unknown,https://www.google.com/maps/place/Hotel+Wayanad+Square/data=!4m10!3m9!1s0x3ba5dff228146e2f:0x70892632e4f8f06d!5m2!4m1!1i2!8m2!3d11.7973677!4d76.0067989!16s%2Fg%2F11f3n2bcr2!19sChIJL24UKPLfpTsRbfD45DImiXA?authuser=0&hl=en&rclk=1,http://www.hotelwayanadsquare.com/
Sharanyam Homestay,,094470 41420,,4.7,51,Unknown,https://www.google.com/maps/place/Sharanyam+Homestay/data=!4m10!3m9!1s0x3ba5db4874e5bdc9:0x6c44ed81d517557c!5m2!4m1!1i2!8m2!3d11.8168449!4d75.9634504!16s%2Fg%2F11fkt7r473!19sChIJyb3ldEjbpTsRfFUX1YHtRGw?authuser=0&hl=en&rclk=1,https://sharanyam.com/
White Fort Hotels,,094467 39000,,4.0,971,Unknown,https://www.google.com/maps/place/White+Fort+Hotels/data=!4m10!3m9!1s0x3ba5dea1cb3a4acf:0x648536049f365709!5m2!4m1!1i2!8m2!3d11.8101721!4d76.0147724!16s%2Fg%2F11b6pp__sn!19sChIJz0o6y6HepTsRCVc2nwQ2hWQ?authuser=0&hl=en&rclk=1,https://www.hotelwhitefort.in/
HOTEL MANASASARAS,,091881 87236,,3.8,333,No,https://www.google.com/maps/place/HOTEL+MANASASARAS/data=!4m10!3m9!1s0x3ba5dea5fd60315d:0xae8b71ae44306a88!5m2!4m1!1i2!8m2!3d11.806963!4d76.00483!16s%2Fg%2F11ddx5st96!19sChIJXTFg_aXepTsRiGowRK5xi64?authuser=0&hl=en&rclk=1,https://hotelmanasasaras.com/
Saptha Resort and Spa,,080865 20000,,4.8,4103,Unknown,https://www.google.com/maps/place/Saptha+Resort+and+Spa/data=!4m10!3m9!1s0x3ba60742fa78e207:0x3b95455d9651b821!5m2!4m1!1i2!8m2!3d11.6776684!4d76.2731318!16s%2Fg%2F11j1svw1xg!19sChIJB-J4-kIHpjsRIbhRll1FlTs?authuser=0&hl=en&rclk=1,https://saptharesortandspa.com/
Thejas Resorts,,099616 12125,,4.6,496,Unknown,https://www.google.com/maps/place/Thejas+Resorts/data=!4m10!3m9!1s0x3ba608bfbefb53eb:0xe77a2c04f432a08!5m2!4m1!1i2!8m2!3d11.6670419!4d76.249433!16s%2Fg%2F11c49jmlvw!19sChIJ61P7vr8IpjsRCCpDT8Cidw4?authuser=0&hl=en&rclk=1,https://www.thejasresorts.com/
Le Villagio Resort & Domes Wayanad,,094469 76000,,4.3,1834,Unknown,https://www.google.com/maps/place/Le+Villagio+Resort+%26+Domes+Wayanad/data=!4m10!3m9!1s0x3ba608c536605949:0xa6eeb5fe3bb927f3!5m2!4m1!1i2!8m2!3d11.658614!4d76.236734!16s%2Fg%2F11b7ky69k2!19sChIJSVlgNsUIpjsR8ye5O_617qY?authuser=0&hl=en&rclk=1,https://www.levillagio.com/
Le Eden Premium Wayanad Pool Resort,,097440 70657,,4.6,1068,Unknown,https://www.google.com/maps/place/Le+Eden+Premium+Wayanad+Pool+Resort/data=!4m10!3m9!1s0x3ba607dd07961297:0xb36f9bdeaa77f399!5m2!4m1!1i2!8m2!3d11.6836225!4d76.2867501!16s%2Fg%2F11gs5n5h41!19sChIJlxKWB90HpjsRmfN3qt6bb7M?authuser=0&hl=en&rclk=1,https://leedenresortwayanad.com/
Elephant House The Royal Resorts & Villas,,082817 70077,,4.9,315,Unknown,https://www.google.com/maps/place/Elephant+House+The+Royal+Resorts+%26+Villas/data=!4m10!3m9!1s0x3ba60fb2fba75725:0x5b99bfc3fff42d94!5m2!4m1!1i2!8m2!3d11.6345388!4d76.2543793!16s%2Fg%2F11ygpp9drb!19sChIJJVen-7IPpjsRlC30_8O_mVs?authuser=0&hl=en&rclk=1,https://elephanthouse.co.in/
Le Coffee Resort,,090208 90389,,4.2,1251,Unknown,https://www.google.com/maps/place/Le+Coffee+Resort/data=!4m10!3m9!1s0x3ba608b09e2e3f95:0x8a8c6615f2037a51!5m2!4m1!1i2!8m2!3d11.6582642!4d76.2550468!16s%2Fg%2F11c3174nfl!19sChIJlT8unrAIpjsRUXoD8hVmjIo?authuser=0&hl=en&rclk=1,http://www.lecoffeeresort.com/
Hotel Saffron Wayanad,,085902 00688,,4.8,2638,Unknown,https://www.google.com/maps/place/Hotel+Saffron+Wayanad/data=!4m10!3m9!1s0x3ba6090d93713125:0xfab552c66c899c77!5m2!4m1!1i2!8m2!3d11.6647014!4d76.2605443!16s%2Fg%2F11tnklzgtr!19sChIJJTFxkw0JpjsRd5yJbMZStfo?authuser=0&hl=en&rclk=1,https://saffronwayanad.com/
Sanjeevani Resorts,,098470 32188,,3.2,375,Unknown,https://www.google.com/maps/place/Sanjeevani+Resorts/data=!4m10!3m9!1s0x3ba608d1a1489223:0x62a1d77982d5ffa9!5m2!4m1!1i2!8m2!3d11.6534852!4d76.2335632!16s%2Fg%2F12hlbp16q!19sChIJI5JIodEIpjsRqf_VgnnXoWI?authuser=0&hl=en&rclk=1,http://sanjeevaniresorts.in/
The Wayanad Club | Homestay,,090614 35932,,4.4,31,Unknown,https://www.google.com/maps/place/The+Wayanad+Club+%7C+Homestay/data=!4m10!3m9!1s0x3ba609a84afaa0e5:0xb3631a1335e5bba2!5m2!4m1!1i2!8m2!3d11.6667422!4d76.2673576!16s%2Fg%2F11wx10k7hh!19sChIJ5aD6SqgJpjsRorvlNRMaY7M?authuser=0&hl=en&rclk=1,https://www.thewayanadclub.in/
Le Sapphire Hotel & Restaurant,,085754 30000,,4.3,2154,Unknown,https://www.google.com/maps/place/Le+Sapphire+Hotel+%26+Restaurant/data=!4m10!3m9!1s0x3ba609e2f0050cb7:0x864ee56e44adcc10!5m2!4m1!1i2!8m2!3d11.6683333!4d76.2663!16s%2Fg%2F11gkyxpkyj!19sChIJtwwF8OIJpjsREMytRG7lToY?authuser=0&hl=en&rclk=1,http://www.lesapphire.in/
EVORA Resorts and Spa,,095498 88877,,4.9,912,Unknown,https://www.google.com/maps/place/EVORA+Resorts+and+Spa/data=!4m10!3m9!1s0x3ba60f00754fd0c1:0xa37b8a7fa9585fc1!5m2!4m1!1i2!8m2!3d11.5995773!4d76.2132457!16s%2Fg%2F11wxrhf0bp!19sChIJwdBPdQAPpjsRwV9YqX-Ke6M?authuser=0&hl=en&rclk=1,http://www.evoraresort.com/
Wildside Wayanad Resort | Jungle Resorts In Wayanad,,079028 00997,,4.1,349,Unknown,https://www.google.com/maps/place/Wildside+Wayanad+Resort+%7C+Jungle+Resorts+In+Wayanad/data=!4m10!3m9!1s0x3ba607dd8ab1de01:0xbd5f86d780a75a0a!5m2!4m1!1i2!8m2!3d11.6985946!4d76.2833188!16s%2Fg%2F11rhjnwxkk!19sChIJAd6xit0HpjsRClqngNeGX70?authuser=0&hl=en&rclk=1,https://wildsidewayanad.com/
Sterling Wayanad,,079 6979 2028,,4.5,4239,Unknown,https://www.google.com/maps/place/Sterling+Wayanad/data=!4m10!3m9!1s0x3ba607ba47ed190f:0x569e36039ab231e7!5m2!4m1!1i2!8m2!3d11.7068459!4d76.3014559!16s%2Fg%2F11f0wh7j3v!19sChIJDxntR7oHpjsR5zGymgM2nlY?authuser=0&hl=en&rclk=1,https://www.sterlingholidays.com//resorts-hotels/wayanad/
Manayath Wayanad,,097471 11991,,5.0,157,Unknown,https://www.google.com/maps/place/Manayath+Wayanad/data=!4m10!3m9!1s0x3ba605128996b52f:0x40a8d87729258b7f!5m2!4m1!1i2!8m2!3d11.6339294!4d76.2882217!16s%2Fg%2F11n55j4k25!19sChIJL7WWiRIFpjsRf4slKXfYqEA?authuser=0&hl=en&rclk=1,http://manayathwayanad.com/
Edakkal Hermitage Resort,,098470 01491,,4.1,3334,Unknown,https://www.google.com/maps/place/Edakkal+Hermitage+Resort/data=!4m10!3m9!1s0x3ba60ab7125328bb:0xf3c05bc046f5d398!5m2!4m1!1i2!8m2!3d11.6313121!4d76.2316431!16s%2Fg%2F1tctv_f7!19sChIJuyhTErcKpjsRmNP1RsBbwPM?authuser=0&hl=en&rclk=1,http://edakkal.com/
The Hundred House by Kisah Stays,,073567 64864,,4.8,49,Unknown,https://www.google.com/maps/place/The+Hundred+House+by+Kisah+Stays/data=!4m10!3m9!1s0x3ba60f308d0acdfd:0xfa891ce25de9b9bd!5m2!4m1!1i2!8m2!3d11.6131875!4d76.2533125!16s%2Fg%2F11mrz_bsp_!19sChIJ_c0KjTAPpjsRvbnpXeIcifo?authuser=0&hl=en&rclk=1,https://kisahstays.com/thehundredhouse
